id_subcategoria|ds_subcategoria|id_categoria
1967|Sub-categoria - 01967|21
1972|Sub-categoria - 01972|21
1974|Sub-categoria - 01974|21
2005|Sub-categoria - 02005|21
2040|Sub-categoria - 02040|21
2043|Sub-categoria - 02043|21
2047|Sub-categoria - 02047|21
2048|Sub-categoria - 02048|21
2059|Sub-categoria - 02059|21
2060|Sub-categoria - 02060|21
2063|Sub-categoria - 02063|21
2066|Sub-categoria - 02066|21
2067|Sub-categoria - 02067|21
2069|Sub-categoria - 02069|21
2073|Sub-categoria - 02073|21
2074|Sub-categoria - 02074|21
2082|Sub-categoria - 02082|21
2088|Sub-categoria - 02088|21
2091|Sub-categoria - 02091|21
2094|Sub-categoria - 02094|21
2095|Sub-categoria - 02095|21
2096|Sub-categoria - 02096|21
2097|Sub-categoria - 02097|21
2100|Sub-categoria - 02100|21
2102|Sub-categoria - 02102|21
2104|Sub-categoria - 02104|21
2131|Sub-categoria - 02131|21
2134|Sub-categoria - 02134|21
2139|Sub-categoria - 02139|21
2143|Sub-categoria - 02143|21
2147|Sub-categoria - 02147|21
2151|Sub-categoria - 02151|21
2153|Sub-categoria - 02153|21
2173|Sub-categoria - 02173|21
2182|Sub-categoria - 02182|21
2183|Sub-categoria - 02183|21
2186|Sub-categoria - 02186|21
2187|Sub-categoria - 02187|21
2188|Sub-categoria - 02188|21
2192|Sub-categoria - 02192|21
2202|Sub-categoria - 02202|21
2208|Sub-categoria - 02208|21
2209|Sub-categoria - 02209|21
2211|Sub-categoria - 02211|21
2217|Sub-categoria - 02217|21
2914|Sub-categoria - 02914|21
3046|Sub-categoria - 03046|21
3067|Sub-categoria - 03067|21
3144|Sub-categoria - 03144|21
3219|Sub-categoria - 03219|21
3241|Sub-categoria - 03241|21
3297|Sub-categoria - 03297|21
3304|Sub-categoria - 03304|21
3478|Sub-categoria - 03478|21
3489|Sub-categoria - 03489|21
3491|Sub-categoria - 03491|21
3493|Sub-categoria - 03493|21
3508|Sub-categoria - 03508|21
3534|Sub-categoria - 03534|21
3558|Sub-categoria - 03558|21
56|Sub-categoria - 00056|22
75|Sub-categoria - 00075|22
76|Sub-categoria - 00076|22
78|Sub-categoria - 00078|22
98|Sub-categoria - 00098|22
165|Sub-categoria - 00165|22
430|Sub-categoria - 00430|22
702|Sub-categoria - 00702|22
896|Sub-categoria - 00896|22
1054|Sub-categoria - 01054|22
1131|Sub-categoria - 01131|22
1399|Sub-categoria - 01399|22
1403|Sub-categoria - 01403|22
1434|Sub-categoria - 01434|22
1435|Sub-categoria - 01435|22
1451|Sub-categoria - 01451|22
1452|Sub-categoria - 01452|22
1453|Sub-categoria - 01453|22
1454|Sub-categoria - 01454|22
1456|Sub-categoria - 01456|22
1458|Sub-categoria - 01458|22
1528|Sub-categoria - 01528|22
1540|Sub-categoria - 01540|22
1637|Sub-categoria - 01637|22
1773|Sub-categoria - 01773|22
2030|Sub-categoria - 02030|22
2078|Sub-categoria - 02078|22
2125|Sub-categoria - 02125|22
2221|Sub-categoria - 02221|22
2227|Sub-categoria - 02227|22
2229|Sub-categoria - 02229|22
2231|Sub-categoria - 02231|22
2234|Sub-categoria - 02234|22
2235|Sub-categoria - 02235|22
2240|Sub-categoria - 02240|22
2242|Sub-categoria - 02242|22
2243|Sub-categoria - 02243|22
2244|Sub-categoria - 02244|22
2245|Sub-categoria - 02245|22
2250|Sub-categoria - 02250|22
2251|Sub-categoria - 02251|22
2252|Sub-categoria - 02252|22
2259|Sub-categoria - 02259|22
2268|Sub-categoria - 02268|22
2271|Sub-categoria - 02271|22
2272|Sub-categoria - 02272|22
2273|Sub-categoria - 02273|22
2283|Sub-categoria - 02283|22
2285|Sub-categoria - 02285|22
2293|Sub-categoria - 02293|22
2317|Sub-categoria - 02317|22
2432|Sub-categoria - 02432|22
2434|Sub-categoria - 02434|22
2435|Sub-categoria - 02435|22
2438|Sub-categoria - 02438|22
2443|Sub-categoria - 02443|22
2447|Sub-categoria - 02447|22
2448|Sub-categoria - 02448|22
2458|Sub-categoria - 02458|22
2464|Sub-categoria - 02464|22
2473|Sub-categoria - 02473|22
2474|Sub-categoria - 02474|22
2665|Sub-categoria - 02665|22
3094|Sub-categoria - 03094|22
3145|Sub-categoria - 03145|22
3335|Sub-categoria - 03335|22
3624|Sub-categoria - 03624|22
1336|Sub-categoria - 01336|23
2165|Sub-categoria - 02165|23
2254|Sub-categoria - 02254|23
2322|Sub-categoria - 02322|23
2345|Sub-categoria - 02345|23
2346|Sub-categoria - 02346|23
2347|Sub-categoria - 02347|23
2348|Sub-categoria - 02348|23
2350|Sub-categoria - 02350|23
2351|Sub-categoria - 02351|23
2352|Sub-categoria - 02352|23
2353|Sub-categoria - 02353|23
2354|Sub-categoria - 02354|23
2355|Sub-categoria - 02355|23
2356|Sub-categoria - 02356|23
2357|Sub-categoria - 02357|23
2358|Sub-categoria - 02358|23
2359|Sub-categoria - 02359|23
2360|Sub-categoria - 02360|23
2361|Sub-categoria - 02361|23
2362|Sub-categoria - 02362|23
2363|Sub-categoria - 02363|23
2364|Sub-categoria - 02364|23
2406|Sub-categoria - 02406|23
2886|Sub-categoria - 02886|23
2904|Sub-categoria - 02904|23
2907|Sub-categoria - 02907|23
3085|Sub-categoria - 03085|23
3102|Sub-categoria - 03102|23
3146|Sub-categoria - 03146|23
3209|Sub-categoria - 03209|23
3421|Sub-categoria - 03421|23
3524|Sub-categoria - 03524|23
3528|Sub-categoria - 03528|23
10|Sub-categoria - 00010|24
67|Sub-categoria - 00067|24
157|Sub-categoria - 00157|24
160|Sub-categoria - 00160|24
166|Sub-categoria - 00166|24
269|Sub-categoria - 00269|24
272|Sub-categoria - 00272|24
317|Sub-categoria - 00317|24
333|Sub-categoria - 00333|24
400|Sub-categoria - 00400|24
411|Sub-categoria - 00411|24
493|Sub-categoria - 00493|24
510|Sub-categoria - 00510|24
525|Sub-categoria - 00525|24
898|Sub-categoria - 00898|24
991|Sub-categoria - 00991|24
1291|Sub-categoria - 01291|24
1409|Sub-categoria - 01409|24
1411|Sub-categoria - 01411|24
1428|Sub-categoria - 01428|24
1478|Sub-categoria - 01478|24
1559|Sub-categoria - 01559|24
1579|Sub-categoria - 01579|24
1752|Sub-categoria - 01752|24
1754|Sub-categoria - 01754|24
1828|Sub-categoria - 01828|24
1945|Sub-categoria - 01945|24
2149|Sub-categoria - 02149|24
2166|Sub-categoria - 02166|24
2312|Sub-categoria - 02312|24
2320|Sub-categoria - 02320|24
2349|Sub-categoria - 02349|24
2367|Sub-categoria - 02367|24
2368|Sub-categoria - 02368|24
2369|Sub-categoria - 02369|24
2370|Sub-categoria - 02370|24
2371|Sub-categoria - 02371|24
2372|Sub-categoria - 02372|24
2373|Sub-categoria - 02373|24
2375|Sub-categoria - 02375|24
2376|Sub-categoria - 02376|24
2377|Sub-categoria - 02377|24
2378|Sub-categoria - 02378|24
2379|Sub-categoria - 02379|24
2380|Sub-categoria - 02380|24
2390|Sub-categoria - 02390|24
2391|Sub-categoria - 02391|24
2392|Sub-categoria - 02392|24
2393|Sub-categoria - 02393|24
2394|Sub-categoria - 02394|24
2395|Sub-categoria - 02395|24
2397|Sub-categoria - 02397|24
2400|Sub-categoria - 02400|24
2401|Sub-categoria - 02401|24
2402|Sub-categoria - 02402|24
2426|Sub-categoria - 02426|24
3147|Sub-categoria - 03147|24
3518|Sub-categoria - 03518|24
77|Sub-categoria - 00077|25
109|Sub-categoria - 00109|25
115|Sub-categoria - 00115|25
140|Sub-categoria - 00140|25
293|Sub-categoria - 00293|25
334|Sub-categoria - 00334|25
335|Sub-categoria - 00335|25
336|Sub-categoria - 00336|25
349|Sub-categoria - 00349|25
368|Sub-categoria - 00368|25
382|Sub-categoria - 00382|25
413|Sub-categoria - 00413|25
416|Sub-categoria - 00416|25
509|Sub-categoria - 00509|25
796|Sub-categoria - 00796|25
1011|Sub-categoria - 01011|25
1248|Sub-categoria - 01248|25
1339|Sub-categoria - 01339|25
1387|Sub-categoria - 01387|25
1457|Sub-categoria - 01457|25
1499|Sub-categoria - 01499|25
1520|Sub-categoria - 01520|25
1521|Sub-categoria - 01521|25
1533|Sub-categoria - 01533|25
1556|Sub-categoria - 01556|25
1624|Sub-categoria - 01624|25
1627|Sub-categoria - 01627|25
1755|Sub-categoria - 01755|25
1762|Sub-categoria - 01762|25
1779|Sub-categoria - 01779|25
1780|Sub-categoria - 01780|25
1854|Sub-categoria - 01854|25
1925|Sub-categoria - 01925|25
1968|Sub-categoria - 01968|25
2112|Sub-categoria - 02112|25
2117|Sub-categoria - 02117|25
2185|Sub-categoria - 02185|25
2189|Sub-categoria - 02189|25
2215|Sub-categoria - 02215|25
2253|Sub-categoria - 02253|25
2255|Sub-categoria - 02255|25
2323|Sub-categoria - 02323|25
2344|Sub-categoria - 02344|25
2398|Sub-categoria - 02398|25
2399|Sub-categoria - 02399|25
2403|Sub-categoria - 02403|25
2405|Sub-categoria - 02405|25
2412|Sub-categoria - 02412|25
2422|Sub-categoria - 02422|25
2423|Sub-categoria - 02423|25
2424|Sub-categoria - 02424|25
2497|Sub-categoria - 02497|25
2504|Sub-categoria - 02504|25
2666|Sub-categoria - 02666|25
2705|Sub-categoria - 02705|25
2863|Sub-categoria - 02863|25
2902|Sub-categoria - 02902|25
2951|Sub-categoria - 02951|25
2953|Sub-categoria - 02953|25
2962|Sub-categoria - 02962|25
2987|Sub-categoria - 02987|25
3024|Sub-categoria - 03024|25
3038|Sub-categoria - 03038|25
3086|Sub-categoria - 03086|25
3096|Sub-categoria - 03096|25
3097|Sub-categoria - 03097|25
3098|Sub-categoria - 03098|25
3099|Sub-categoria - 03099|25
3100|Sub-categoria - 03100|25
3148|Sub-categoria - 03148|25
3186|Sub-categoria - 03186|25
3208|Sub-categoria - 03208|25
3215|Sub-categoria - 03215|25
3237|Sub-categoria - 03237|25
3282|Sub-categoria - 03282|25
3404|Sub-categoria - 03404|25
3406|Sub-categoria - 03406|25
3474|Sub-categoria - 03474|25
3479|Sub-categoria - 03479|25
3515|Sub-categoria - 03515|25
3520|Sub-categoria - 03520|25
3526|Sub-categoria - 03526|25
3529|Sub-categoria - 03529|25
3535|Sub-categoria - 03535|25
3536|Sub-categoria - 03536|25
3547|Sub-categoria - 03547|25
3548|Sub-categoria - 03548|25
3552|Sub-categoria - 03552|25
14|Sub-categoria - 00014|26
34|Sub-categoria - 00034|26
121|Sub-categoria - 00121|26
128|Sub-categoria - 00128|26
161|Sub-categoria - 00161|26
214|Sub-categoria - 00214|26
219|Sub-categoria - 00219|26
234|Sub-categoria - 00234|26
236|Sub-categoria - 00236|26
286|Sub-categoria - 00286|26
312|Sub-categoria - 00312|26
428|Sub-categoria - 00428|26
455|Sub-categoria - 00455|26
462|Sub-categoria - 00462|26
465|Sub-categoria - 00465|26
507|Sub-categoria - 00507|26
531|Sub-categoria - 00531|26
538|Sub-categoria - 00538|26
542|Sub-categoria - 00542|26
543|Sub-categoria - 00543|26
547|Sub-categoria - 00547|26
587|Sub-categoria - 00587|26
590|Sub-categoria - 00590|26
593|Sub-categoria - 00593|26
594|Sub-categoria - 00594|26
596|Sub-categoria - 00596|26
599|Sub-categoria - 00599|26
600|Sub-categoria - 00600|26
603|Sub-categoria - 00603|26
606|Sub-categoria - 00606|26
608|Sub-categoria - 00608|26
609|Sub-categoria - 00609|26
613|Sub-categoria - 00613|26
615|Sub-categoria - 00615|26
646|Sub-categoria - 00646|26
651|Sub-categoria - 00651|26
661|Sub-categoria - 00661|26
665|Sub-categoria - 00665|26
666|Sub-categoria - 00666|26
670|Sub-categoria - 00670|26
672|Sub-categoria - 00672|26
674|Sub-categoria - 00674|26
718|Sub-categoria - 00718|26
728|Sub-categoria - 00728|26
797|Sub-categoria - 00797|26
800|Sub-categoria - 00800|26
876|Sub-categoria - 00876|26
1077|Sub-categoria - 01077|26
1087|Sub-categoria - 01087|26
1092|Sub-categoria - 01092|26
1098|Sub-categoria - 01098|26
1103|Sub-categoria - 01103|26
1108|Sub-categoria - 01108|26
1115|Sub-categoria - 01115|26
1126|Sub-categoria - 01126|26
1127|Sub-categoria - 01127|26
1130|Sub-categoria - 01130|26
1135|Sub-categoria - 01135|26
1408|Sub-categoria - 01408|26
1421|Sub-categoria - 01421|26
1547|Sub-categoria - 01547|26
1662|Sub-categoria - 01662|26
1688|Sub-categoria - 01688|26
1690|Sub-categoria - 01690|26
1693|Sub-categoria - 01693|26
1694|Sub-categoria - 01694|26
1695|Sub-categoria - 01695|26
1696|Sub-categoria - 01696|26
1697|Sub-categoria - 01697|26
1700|Sub-categoria - 01700|26
1705|Sub-categoria - 01705|26
1706|Sub-categoria - 01706|26
1722|Sub-categoria - 01722|26
1730|Sub-categoria - 01730|26
1732|Sub-categoria - 01732|26
1734|Sub-categoria - 01734|26
1767|Sub-categoria - 01767|26
1775|Sub-categoria - 01775|26
1783|Sub-categoria - 01783|26
1786|Sub-categoria - 01786|26
1791|Sub-categoria - 01791|26
1792|Sub-categoria - 01792|26
1794|Sub-categoria - 01794|26
1796|Sub-categoria - 01796|26
1829|Sub-categoria - 01829|26
1836|Sub-categoria - 01836|26
1843|Sub-categoria - 01843|26
1844|Sub-categoria - 01844|26
1847|Sub-categoria - 01847|26
1922|Sub-categoria - 01922|26
1923|Sub-categoria - 01923|26
1971|Sub-categoria - 01971|26
2055|Sub-categoria - 02055|26
2080|Sub-categoria - 02080|26
2089|Sub-categoria - 02089|26
2113|Sub-categoria - 02113|26
2146|Sub-categoria - 02146|26
2176|Sub-categoria - 02176|26
2191|Sub-categoria - 02191|26
2249|Sub-categoria - 02249|26
2302|Sub-categoria - 02302|26
2340|Sub-categoria - 02340|26
2341|Sub-categoria - 02341|26
2408|Sub-categoria - 02408|26
2482|Sub-categoria - 02482|26
2526|Sub-categoria - 02526|26
2527|Sub-categoria - 02527|26
2532|Sub-categoria - 02532|26
2533|Sub-categoria - 02533|26
2534|Sub-categoria - 02534|26
2542|Sub-categoria - 02542|26
2544|Sub-categoria - 02544|26
2545|Sub-categoria - 02545|26
2547|Sub-categoria - 02547|26
2549|Sub-categoria - 02549|26
2550|Sub-categoria - 02550|26
2551|Sub-categoria - 02551|26
2553|Sub-categoria - 02553|26
2554|Sub-categoria - 02554|26
2555|Sub-categoria - 02555|26
2556|Sub-categoria - 02556|26
2557|Sub-categoria - 02557|26
2558|Sub-categoria - 02558|26
2559|Sub-categoria - 02559|26
2560|Sub-categoria - 02560|26
2561|Sub-categoria - 02561|26
2562|Sub-categoria - 02562|26
2563|Sub-categoria - 02563|26
2564|Sub-categoria - 02564|26
2565|Sub-categoria - 02565|26
2566|Sub-categoria - 02566|26
2567|Sub-categoria - 02567|26
2568|Sub-categoria - 02568|26
2569|Sub-categoria - 02569|26
2570|Sub-categoria - 02570|26
2571|Sub-categoria - 02571|26
2572|Sub-categoria - 02572|26
2574|Sub-categoria - 02574|26
2575|Sub-categoria - 02575|26
2576|Sub-categoria - 02576|26
2577|Sub-categoria - 02577|26
2578|Sub-categoria - 02578|26
2579|Sub-categoria - 02579|26
2580|Sub-categoria - 02580|26
2582|Sub-categoria - 02582|26
2583|Sub-categoria - 02583|26
2584|Sub-categoria - 02584|26
2585|Sub-categoria - 02585|26
2586|Sub-categoria - 02586|26
2587|Sub-categoria - 02587|26
2588|Sub-categoria - 02588|26
2589|Sub-categoria - 02589|26
2590|Sub-categoria - 02590|26
2591|Sub-categoria - 02591|26
2592|Sub-categoria - 02592|26
2593|Sub-categoria - 02593|26
2594|Sub-categoria - 02594|26
2595|Sub-categoria - 02595|26
2596|Sub-categoria - 02596|26
2597|Sub-categoria - 02597|26
2598|Sub-categoria - 02598|26
2599|Sub-categoria - 02599|26
2600|Sub-categoria - 02600|26
2601|Sub-categoria - 02601|26
2602|Sub-categoria - 02602|26
2603|Sub-categoria - 02603|26
2604|Sub-categoria - 02604|26
2605|Sub-categoria - 02605|26
2606|Sub-categoria - 02606|26
2607|Sub-categoria - 02607|26
2608|Sub-categoria - 02608|26
2609|Sub-categoria - 02609|26
2610|Sub-categoria - 02610|26
2611|Sub-categoria - 02611|26
2612|Sub-categoria - 02612|26
2613|Sub-categoria - 02613|26
2614|Sub-categoria - 02614|26
2615|Sub-categoria - 02615|26
2616|Sub-categoria - 02616|26
2617|Sub-categoria - 02617|26
2618|Sub-categoria - 02618|26
2619|Sub-categoria - 02619|26
2620|Sub-categoria - 02620|26
2623|Sub-categoria - 02623|26
2624|Sub-categoria - 02624|26
2625|Sub-categoria - 02625|26
2627|Sub-categoria - 02627|26
2628|Sub-categoria - 02628|26
2629|Sub-categoria - 02629|26
2630|Sub-categoria - 02630|26
2631|Sub-categoria - 02631|26
2632|Sub-categoria - 02632|26
2633|Sub-categoria - 02633|26
2634|Sub-categoria - 02634|26
2635|Sub-categoria - 02635|26
2636|Sub-categoria - 02636|26
2637|Sub-categoria - 02637|26
2638|Sub-categoria - 02638|26
2639|Sub-categoria - 02639|26
2640|Sub-categoria - 02640|26
2641|Sub-categoria - 02641|26
2642|Sub-categoria - 02642|26
2643|Sub-categoria - 02643|26
2644|Sub-categoria - 02644|26
2645|Sub-categoria - 02645|26
2646|Sub-categoria - 02646|26
2647|Sub-categoria - 02647|26
2648|Sub-categoria - 02648|26
2649|Sub-categoria - 02649|26
2650|Sub-categoria - 02650|26
2651|Sub-categoria - 02651|26
2652|Sub-categoria - 02652|26
2653|Sub-categoria - 02653|26
2654|Sub-categoria - 02654|26
2655|Sub-categoria - 02655|26
2656|Sub-categoria - 02656|26
2658|Sub-categoria - 02658|26
2660|Sub-categoria - 02660|26
2661|Sub-categoria - 02661|26
2662|Sub-categoria - 02662|26
2664|Sub-categoria - 02664|26
2667|Sub-categoria - 02667|26
2669|Sub-categoria - 02669|26
2670|Sub-categoria - 02670|26
2671|Sub-categoria - 02671|26
2674|Sub-categoria - 02674|26
2675|Sub-categoria - 02675|26
2676|Sub-categoria - 02676|26
2679|Sub-categoria - 02679|26
2681|Sub-categoria - 02681|26
2682|Sub-categoria - 02682|26
2683|Sub-categoria - 02683|26
2684|Sub-categoria - 02684|26
2685|Sub-categoria - 02685|26
2686|Sub-categoria - 02686|26
2687|Sub-categoria - 02687|26
2688|Sub-categoria - 02688|26
2689|Sub-categoria - 02689|26
2690|Sub-categoria - 02690|26
2691|Sub-categoria - 02691|26
2692|Sub-categoria - 02692|26
2693|Sub-categoria - 02693|26
2694|Sub-categoria - 02694|26
2695|Sub-categoria - 02695|26
2696|Sub-categoria - 02696|26
2697|Sub-categoria - 02697|26
2698|Sub-categoria - 02698|26
2699|Sub-categoria - 02699|26
2700|Sub-categoria - 02700|26
2702|Sub-categoria - 02702|26
2703|Sub-categoria - 02703|26
2704|Sub-categoria - 02704|26
2706|Sub-categoria - 02706|26
2707|Sub-categoria - 02707|26
2708|Sub-categoria - 02708|26
2709|Sub-categoria - 02709|26
2711|Sub-categoria - 02711|26
2712|Sub-categoria - 02712|26
2713|Sub-categoria - 02713|26
2714|Sub-categoria - 02714|26
2715|Sub-categoria - 02715|26
2716|Sub-categoria - 02716|26
2717|Sub-categoria - 02717|26
2718|Sub-categoria - 02718|26
2719|Sub-categoria - 02719|26
2720|Sub-categoria - 02720|26
2721|Sub-categoria - 02721|26
2722|Sub-categoria - 02722|26
2723|Sub-categoria - 02723|26
2724|Sub-categoria - 02724|26
2725|Sub-categoria - 02725|26
2726|Sub-categoria - 02726|26
2727|Sub-categoria - 02727|26
2728|Sub-categoria - 02728|26
2730|Sub-categoria - 02730|26
2731|Sub-categoria - 02731|26
2732|Sub-categoria - 02732|26
2733|Sub-categoria - 02733|26
2734|Sub-categoria - 02734|26
2735|Sub-categoria - 02735|26
2736|Sub-categoria - 02736|26
2737|Sub-categoria - 02737|26
2738|Sub-categoria - 02738|26
2739|Sub-categoria - 02739|26
2740|Sub-categoria - 02740|26
2741|Sub-categoria - 02741|26
2742|Sub-categoria - 02742|26
2743|Sub-categoria - 02743|26
2744|Sub-categoria - 02744|26
2746|Sub-categoria - 02746|26
2747|Sub-categoria - 02747|26
2749|Sub-categoria - 02749|26
2750|Sub-categoria - 02750|26
2751|Sub-categoria - 02751|26
2752|Sub-categoria - 02752|26
2753|Sub-categoria - 02753|26
2754|Sub-categoria - 02754|26
2755|Sub-categoria - 02755|26
2758|Sub-categoria - 02758|26
2759|Sub-categoria - 02759|26
2760|Sub-categoria - 02760|26
2761|Sub-categoria - 02761|26
2762|Sub-categoria - 02762|26
2763|Sub-categoria - 02763|26
2764|Sub-categoria - 02764|26
2766|Sub-categoria - 02766|26
2767|Sub-categoria - 02767|26
2768|Sub-categoria - 02768|26
2769|Sub-categoria - 02769|26
2770|Sub-categoria - 02770|26
2771|Sub-categoria - 02771|26
2772|Sub-categoria - 02772|26
2773|Sub-categoria - 02773|26
2783|Sub-categoria - 02783|26
2787|Sub-categoria - 02787|26
2788|Sub-categoria - 02788|26
2792|Sub-categoria - 02792|26
2794|Sub-categoria - 02794|26
2796|Sub-categoria - 02796|26
2797|Sub-categoria - 02797|26
2798|Sub-categoria - 02798|26
2799|Sub-categoria - 02799|26
2800|Sub-categoria - 02800|26
2801|Sub-categoria - 02801|26
2802|Sub-categoria - 02802|26
2803|Sub-categoria - 02803|26
2804|Sub-categoria - 02804|26
2805|Sub-categoria - 02805|26
2807|Sub-categoria - 02807|26
2809|Sub-categoria - 02809|26
2825|Sub-categoria - 02825|26
2826|Sub-categoria - 02826|26
2827|Sub-categoria - 02827|26
2828|Sub-categoria - 02828|26
2829|Sub-categoria - 02829|26
2830|Sub-categoria - 02830|26
2831|Sub-categoria - 02831|26
2833|Sub-categoria - 02833|26
2834|Sub-categoria - 02834|26
2835|Sub-categoria - 02835|26
2836|Sub-categoria - 02836|26
2838|Sub-categoria - 02838|26
2839|Sub-categoria - 02839|26
2840|Sub-categoria - 02840|26
2841|Sub-categoria - 02841|26
2842|Sub-categoria - 02842|26
2843|Sub-categoria - 02843|26
2844|Sub-categoria - 02844|26
2845|Sub-categoria - 02845|26
2846|Sub-categoria - 02846|26
2847|Sub-categoria - 02847|26
2848|Sub-categoria - 02848|26
2849|Sub-categoria - 02849|26
2850|Sub-categoria - 02850|26
2928|Sub-categoria - 02928|26
2943|Sub-categoria - 02943|26
3011|Sub-categoria - 03011|26
3039|Sub-categoria - 03039|26
3063|Sub-categoria - 03063|26
3075|Sub-categoria - 03075|26
3076|Sub-categoria - 03076|26
3077|Sub-categoria - 03077|26
3082|Sub-categoria - 03082|26
3149|Sub-categoria - 03149|26
3234|Sub-categoria - 03234|26
3244|Sub-categoria - 03244|26
7|Sub-categoria - 00007|27
129|Sub-categoria - 00129|27
215|Sub-categoria - 00215|27
237|Sub-categoria - 00237|27
243|Sub-categoria - 00243|27
257|Sub-categoria - 00257|27
261|Sub-categoria - 00261|27
276|Sub-categoria - 00276|27
277|Sub-categoria - 00277|27
283|Sub-categoria - 00283|27
526|Sub-categoria - 00526|27
540|Sub-categoria - 00540|27
548|Sub-categoria - 00548|27
559|Sub-categoria - 00559|27
567|Sub-categoria - 00567|27
575|Sub-categoria - 00575|27
576|Sub-categoria - 00576|27
591|Sub-categoria - 00591|27
601|Sub-categoria - 00601|27
617|Sub-categoria - 00617|27
623|Sub-categoria - 00623|27
634|Sub-categoria - 00634|27
643|Sub-categoria - 00643|27
677|Sub-categoria - 00677|27
685|Sub-categoria - 00685|27
687|Sub-categoria - 00687|27
705|Sub-categoria - 00705|27
724|Sub-categoria - 00724|27
730|Sub-categoria - 00730|27
731|Sub-categoria - 00731|27
749|Sub-categoria - 00749|27
757|Sub-categoria - 00757|27
763|Sub-categoria - 00763|27
767|Sub-categoria - 00767|27
791|Sub-categoria - 00791|27
802|Sub-categoria - 00802|27
810|Sub-categoria - 00810|27
811|Sub-categoria - 00811|27
813|Sub-categoria - 00813|27
837|Sub-categoria - 00837|27
865|Sub-categoria - 00865|27
874|Sub-categoria - 00874|27
886|Sub-categoria - 00886|27
889|Sub-categoria - 00889|27
908|Sub-categoria - 00908|27
910|Sub-categoria - 00910|27
944|Sub-categoria - 00944|27
945|Sub-categoria - 00945|27
948|Sub-categoria - 00948|27
968|Sub-categoria - 00968|27
1007|Sub-categoria - 01007|27
1010|Sub-categoria - 01010|27
1020|Sub-categoria - 01020|27
1044|Sub-categoria - 01044|27
1051|Sub-categoria - 01051|27
1052|Sub-categoria - 01052|27
1053|Sub-categoria - 01053|27
1061|Sub-categoria - 01061|27
1090|Sub-categoria - 01090|27
1094|Sub-categoria - 01094|27
1095|Sub-categoria - 01095|27
1111|Sub-categoria - 01111|27
1129|Sub-categoria - 01129|27
1157|Sub-categoria - 01157|27
1160|Sub-categoria - 01160|27
1162|Sub-categoria - 01162|27
1166|Sub-categoria - 01166|27
1187|Sub-categoria - 01187|27
1193|Sub-categoria - 01193|27
1195|Sub-categoria - 01195|27
1202|Sub-categoria - 01202|27
1214|Sub-categoria - 01214|27
1221|Sub-categoria - 01221|27
1245|Sub-categoria - 01245|27
1250|Sub-categoria - 01250|27
1257|Sub-categoria - 01257|27
1277|Sub-categoria - 01277|27
1282|Sub-categoria - 01282|27
1286|Sub-categoria - 01286|27
1287|Sub-categoria - 01287|27
1290|Sub-categoria - 01290|27
1292|Sub-categoria - 01292|27
1297|Sub-categoria - 01297|27
1302|Sub-categoria - 01302|27
1318|Sub-categoria - 01318|27
1325|Sub-categoria - 01325|27
1331|Sub-categoria - 01331|27
1337|Sub-categoria - 01337|27
1364|Sub-categoria - 01364|27
1367|Sub-categoria - 01367|27
1370|Sub-categoria - 01370|27
1380|Sub-categoria - 01380|27
1381|Sub-categoria - 01381|27
1383|Sub-categoria - 01383|27
1393|Sub-categoria - 01393|27
1397|Sub-categoria - 01397|27
1481|Sub-categoria - 01481|27
1490|Sub-categoria - 01490|27
1492|Sub-categoria - 01492|27
1512|Sub-categoria - 01512|27
1516|Sub-categoria - 01516|27
1524|Sub-categoria - 01524|27
1542|Sub-categoria - 01542|27
1550|Sub-categoria - 01550|27
1551|Sub-categoria - 01551|27
1566|Sub-categoria - 01566|27
1588|Sub-categoria - 01588|27
1590|Sub-categoria - 01590|27
1594|Sub-categoria - 01594|27
1600|Sub-categoria - 01600|27
1603|Sub-categoria - 01603|27
1615|Sub-categoria - 01615|27
1630|Sub-categoria - 01630|27
1633|Sub-categoria - 01633|27
1641|Sub-categoria - 01641|27
1647|Sub-categoria - 01647|27
1659|Sub-categoria - 01659|27
1673|Sub-categoria - 01673|27
1758|Sub-categoria - 01758|27
1765|Sub-categoria - 01765|27
1784|Sub-categoria - 01784|27
2233|Sub-categoria - 02233|27
2296|Sub-categoria - 02296|27
2336|Sub-categoria - 02336|27
2337|Sub-categoria - 02337|27
2436|Sub-categoria - 02436|27
2465|Sub-categoria - 02465|27
2468|Sub-categoria - 02468|27
2470|Sub-categoria - 02470|27
2471|Sub-categoria - 02471|27
2472|Sub-categoria - 02472|27
2484|Sub-categoria - 02484|27
2502|Sub-categoria - 02502|27
2508|Sub-categoria - 02508|27
2790|Sub-categoria - 02790|27
2854|Sub-categoria - 02854|27
2861|Sub-categoria - 02861|27
2869|Sub-categoria - 02869|27
2871|Sub-categoria - 02871|27
2876|Sub-categoria - 02876|27
2878|Sub-categoria - 02878|27
2890|Sub-categoria - 02890|27
2892|Sub-categoria - 02892|27
2895|Sub-categoria - 02895|27
2906|Sub-categoria - 02906|27
2908|Sub-categoria - 02908|27
2911|Sub-categoria - 02911|27
2927|Sub-categoria - 02927|27
3010|Sub-categoria - 03010|27
3014|Sub-categoria - 03014|27
3083|Sub-categoria - 03083|27
3105|Sub-categoria - 03105|27
3150|Sub-categoria - 03150|27
3296|Sub-categoria - 03296|27
3431|Sub-categoria - 03431|27
3446|Sub-categoria - 03446|27
3447|Sub-categoria - 03447|27
